,title,href,company,compensation1,compensation2,money_type,source
109,Программист,https://sergievposad.hh.ru/vacancy/33949489?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Аврора-ИТ,60000,,руб,hh.ru
110,PHP программист,https://sergievposad.hh.ru/vacancy/33948620?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО РАДУГА-ИНТЕРНЕТ,,150000,руб,hh.ru
111,Junior разработчик C++,https://sergievposad.hh.ru/vacancy/33581919?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Айти Прайм,,,,hh.ru
112,Front-end разработчик,https://sergievposad.hh.ru/vacancy/34227050?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Инлайн,,,,hh.ru
113,Программист 1C,https://sergievposad.hh.ru/vacancy/33958561?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, СОЛИНГ КОМПАНИ,70000,70000,руб,hh.ru
114,Fullstack web разработчик / Fullstack web developer,https://sergievposad.hh.ru/vacancy/34224758?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ДОРОЖНАЯ СЕТЬ,150000,180000,руб,hh.ru
115,Ведущий веб-разработчик,https://sergievposad.hh.ru/vacancy/33978956?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Uniteller,200000,287500,руб,hh.ru
116,Программист PHP,https://sergievposad.hh.ru/vacancy/34043449?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Артик,100000,140000,руб,hh.ru
117,Senior Backend-разработчик (C#),https://sergievposad.hh.ru/vacancy/33362983?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, НИЦ Soft,180000,220000,руб,hh.ru
118,Программист по доработке CRM,https://sergievposad.hh.ru/vacancy/34285469?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Институт повышения квалификации специалистов,50000,100000,руб,hh.ru
119,Backend-разработчик (C#),https://sergievposad.hh.ru/vacancy/33362957?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, НИЦ Soft,120000,180000,руб,hh.ru
120,Программист С++/Qt,https://sergievposad.hh.ru/vacancy/31982992?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,"ЗАО Болид, НВП",,,,hh.ru
121,Программист С++,https://sergievposad.hh.ru/vacancy/34260245?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Финстарлабс,100000,130000,руб,hh.ru
122,Ведущий/Старший программист (.Net C# Developer),https://sergievposad.hh.ru/vacancy/33952798?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Федеральная нотариальная палата,150000,220000,руб,hh.ru
123,Программист С++,https://sergievposad.hh.ru/vacancy/33483197?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, ЮРИОН,90000,110000,руб,hh.ru
124,Backend разработчик (.NET),https://sergievposad.hh.ru/vacancy/34099140?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82," АйТи Гео, ООО (IT GEO)",150000,170000,руб,hh.ru
125,Программист 1С,https://sergievposad.hh.ru/vacancy/33950657?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Оптзапчасть,,130000,руб,hh.ru
126,Разработчик C# (full stack),https://sergievposad.hh.ru/vacancy/33789174?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ШоуДжет,150000,,руб,hh.ru
127,Unity3D C# Developer (Разработчик Unity3D),https://sergievposad.hh.ru/vacancy/33889548?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Hello Computer,80000,,руб,hh.ru
128,Программист 1C,https://sergievposad.hh.ru/vacancy/33790333?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО МФК Займ Онлайн,,,,hh.ru
129,PHP-программист,https://sergievposad.hh.ru/vacancy/34078398?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Петров Андрей,60000,90000,руб,hh.ru
130,Программист 1С8,https://sergievposad.hh.ru/vacancy/34169648?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Вартон,100000,,руб,hh.ru
131,Разработчик Битрикс24,https://sergievposad.hh.ru/vacancy/33881881?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, JCat.ru,60000,95000,руб,hh.ru
132,Программист 1С,https://sergievposad.hh.ru/vacancy/34240468?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ЛОГОПЕР,150000,,руб,hh.ru
133,Программист встраиваемых систем C++,https://sergievposad.hh.ru/vacancy/33747935?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ЭИР ЛАБС РУС,150000,230000,руб,hh.ru
134,PHP-программист/Front Vue.js,https://sergievposad.hh.ru/vacancy/34067583?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Флекскор,60000,150000,руб,hh.ru
135,"Front-end программист, Web-программист",https://sergievposad.hh.ru/vacancy/33760811?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ПРАЙСИВА,80000,100000,руб,hh.ru
136,Программист 1С / разработчик 1С,https://sergievposad.hh.ru/vacancy/34225297?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Спецэнерготранс,150000,,руб,hh.ru
137,PHP программист,https://sergievposad.hh.ru/vacancy/32924154?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, АНО ДПО ИПК ТЕХНОПРОГРЕСС,80000,140000,руб,hh.ru
138,Java/Kotlin Developer,https://sergievposad.hh.ru/vacancy/33780766?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, FunCorp,180000,250000,руб,hh.ru
139,Программист микроконтроллеров,https://sergievposad.hh.ru/vacancy/33855392?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО СРП,100000,110000,руб,hh.ru
140,PHP-программист Laravel,https://sergievposad.hh.ru/vacancy/34027279?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Вилмари,90000,110000,руб,hh.ru
141,Front-end разработчик (Senior),https://sergievposad.hh.ru/vacancy/34202529?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Foundook,,250000,руб,hh.ru
142,PHP-программист (laravel),https://sergievposad.hh.ru/vacancy/34287185?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Дуотек,80000,120000,руб,hh.ru
143,Программист- разработчик 1C,https://sergievposad.hh.ru/vacancy/33948378?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, ЕТС груп,120000,,руб,hh.ru
144,Программист PHP,https://sergievposad.hh.ru/vacancy/33785316?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Компания ИнфоТек,120000,,руб,hh.ru
145,Web-программист,https://sergievposad.hh.ru/vacancy/33511592?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ДокЛаб,,120000,руб,hh.ru
146,Junior разработчик БД MS SQL,https://sergievposad.hh.ru/vacancy/34146317?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Бионика,60000,80000,руб,hh.ru
147,Backend- разработчик Node.js,https://sergievposad.hh.ru/vacancy/33878440?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ИП ПризываНет.ру,150000,,руб,hh.ru
148,Прикладной программист / разработчик SQL,https://sergievposad.hh.ru/vacancy/34185877?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Группа компаний Интерин,120000,150000,руб,hh.ru
149,Программист-аналитик VBA,https://sergievposad.hh.ru/vacancy/34094149?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, ФинГрад,,100000,руб,hh.ru
150,Программист PHP,https://sergievposad.hh.ru/vacancy/33864976?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Филанко,100000,150000,руб,hh.ru
151,Программист,https://sergievposad.hh.ru/vacancy/34027247?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ЕВРОЛОГИСТИКА,,,,hh.ru
152,Программист-разработчик (SQL),https://sergievposad.hh.ru/vacancy/33838185?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Business Solutions Consulting,,120000,руб,hh.ru
153,ASP.NET Developer (MVC),https://sergievposad.hh.ru/vacancy/33744101?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Элемент 5,130000,,руб,hh.ru
154,Программист С++,https://sergievposad.hh.ru/vacancy/33759919?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,АО Радар ММС,,,,hh.ru
155,Программист,https://sergievposad.hh.ru/vacancy/33753614?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Юридический Консалтинг,70000,,руб,hh.ru
156,PHP-программист,https://sergievposad.hh.ru/vacancy/34137277?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Design Lab,40000,60000,руб,hh.ru
157,IOS разработчик Swift,https://sergievposad.hh.ru/vacancy/34043898?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Объединенные Беспроводные Технологии,130000,150000,руб,hh.ru
158,Разработчик C++ (Qt),https://sergievposad.hh.ru/vacancy/34160544?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Новотранс Актив,200000,230000,руб,hh.ru
159,Стажер-программист 1С,https://sergievposad.hh.ru/vacancy/33865892?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО АМ-ГРУПП,,,,hh.ru
160,Программист-верстальщик,https://sergievposad.hh.ru/vacancy/33864393?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ИП Козьмин Петр Петрович,60000,,руб,hh.ru
161,Программист С++,https://sergievposad.hh.ru/vacancy/33737957?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82," Эверис, Представительство",120000,,руб,hh.ru
162,Программист С++,https://sergievposad.hh.ru/vacancy/34083309?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ОАО НИИТКД,,200000,руб,hh.ru
163,Team Lead / Senior Developer (iOS/Swift),https://sergievposad.hh.ru/vacancy/33788345?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, AppQuantum,300000,,руб,hh.ru
164,Программист-стажер 1С,https://sergievposad.hh.ru/vacancy/33910347?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Инокспоинт Групп,30000,40000,руб,hh.ru
165,Программист,https://sergievposad.hh.ru/vacancy/34249886?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Филиал «Юго-Восточный» ООО «Антей»,150000,200000,руб,hh.ru
166,Ведущий разработчик .NET Core/C#,https://sergievposad.hh.ru/vacancy/34262772?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Катюша Ай Ти,180000,,руб,hh.ru
167,Front-end разработчик,https://sergievposad.hh.ru/vacancy/34104578?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Кредитные Системы,80000,150000,руб,hh.ru
168,Junior ASP.NET+C# Developer,https://sergievposad.hh.ru/vacancy/34224543?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Смарт-ком,,70000,руб,hh.ru
169,Программист станков с ЧПУ,https://sergievposad.hh.ru/vacancy/34016761?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ТПК Аргус-НВ,60000,60000,руб,hh.ru
170,HTML-верстальщик / junior Frontend - программист,https://sergievposad.hh.ru/vacancy/34285767?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Бизнес партнер,75000,,руб,hh.ru
171,PHP программист,https://sergievposad.hh.ru/vacancy/33928844?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО АРКВИЖН,40000,50000,руб,hh.ru
172,Фронтенд разработчик в блокчейн компанию,https://sergievposad.hh.ru/vacancy/33814609?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82," Endpass, Inc",120000,180000,руб,hh.ru
173,Программист,https://sergievposad.hh.ru/vacancy/34263747?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ЗАО ТЕРМИКА,,,,hh.ru
174,Программист 1С,https://sergievposad.hh.ru/vacancy/34028036?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Спортмарафон,100000,150000,руб,hh.ru
175,Программист 1С,https://sergievposad.hh.ru/vacancy/34275755?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Форторг,120000,150000,руб,hh.ru
176,Программист Delphi,https://sergievposad.hh.ru/vacancy/34103899?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,АО МЦ-Сервис Инжиниринг,110000,130000,руб,hh.ru
177,Разработчик Python Backend,https://sergievposad.hh.ru/vacancy/34210548?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Web Interactive World,150000,,руб,hh.ru
178,Программист С#,https://sergievposad.hh.ru/vacancy/34083306?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ОАО НИИТКД,,200000,руб,hh.ru
179,Программист-разработчик,https://sergievposad.hh.ru/vacancy/34167697?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Софтлоджик Рус,70000,100000,руб,hh.ru
180,Программист C++,https://sergievposad.hh.ru/vacancy/34214819?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО СКБ ПОТОК,75000,120000,руб,hh.ru
181,Программист,https://sergievposad.hh.ru/vacancy/33250171?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, 169,80000,,руб,hh.ru
182,Программист PHP,https://sergievposad.hh.ru/vacancy/33949159?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ИП Королев Максим Геннадьевич ,100000,150000,руб,hh.ru
183,Angular Фронт-Энд Разработчик / Angular Front-End Developer Norway,https://sergievposad.hh.ru/vacancy/33940799?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО PaleBlue,200000,300000,руб,hh.ru
184,Программист,https://sergievposad.hh.ru/vacancy/30356340?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Pac Group,,200000,руб,hh.ru
185,Программист,https://sergievposad.hh.ru/vacancy/33477540?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО ДАНТЕКС ТРЕЙД,,,,hh.ru
186,Программист С++,https://sergievposad.hh.ru/vacancy/33514106?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, МСК БЛ ГРУПП,,150000,руб,hh.ru
187,Fullstack Программист (С#),https://sergievposad.hh.ru/vacancy/33497430?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, 1001 Тур,,140000,руб,hh.ru
188,1С программист-консультант,https://sergievposad.hh.ru/vacancy/34077513?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Первый вариант,120000,,руб,hh.ru
189,SQL-программист,https://sergievposad.hh.ru/vacancy/34140830?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, ТракМоторс,,,,hh.ru
190,Программист/Разработчик C++,https://sergievposad.hh.ru/vacancy/34028863?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, OOO PSI,100000,200000,руб,hh.ru
191,Golang разработчик,https://sergievposad.hh.ru/vacancy/34275241?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Rentateam,120000,170000,руб,hh.ru
192,Веб-разработчик,https://sergievposad.hh.ru/vacancy/33932812?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, NeoCommunications,70000,100000,руб,hh.ru
193,Инженер-разработчик C#,https://sergievposad.hh.ru/vacancy/34007418?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Detego,150000,180000,руб,hh.ru
194,Fullstack разработчик (python),https://sergievposad.hh.ru/vacancy/33160373?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Сенсориум Корпорейшн Москва,180000,,руб,hh.ru
195,".NET Developer, Backend (Senior)",https://sergievposad.hh.ru/vacancy/34076339?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Доктор на работе,170000,,руб,hh.ru
196,Backend-разработчик (Node.js),https://sergievposad.hh.ru/vacancy/34134783?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Affiliate Control,180000,,руб,hh.ru
197,"Разработчик PHP, Yii2, Angular (Fullstack)",https://sergievposad.hh.ru/vacancy/34242816?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82, Эшелон 960,90000,120000,руб,hh.ru
198,Backend разработчик (.NET),https://sergievposad.hh.ru/vacancy/34186789?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82," Эверис, Представительство",150000,260000,руб,hh.ru
199,Программист С#,https://sergievposad.hh.ru/vacancy/33786636?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82,ООО Асклепиус,,,,hh.ru
